id,name,collection_or_case,rarity,float_category,image_url
600,Galil AR | Cold Fusion,The 2018 Nuke Collection,Industrial Grade,0 - 0.83,galil.png
601,Galil AR | Dusk Ruins,The Ancient Collection,Mil-Spec Grade,0 - 0.6,galil.png
602,Galil AR | VariCamo,The Safehouse Collection,Industrial Grade,0 - 0.6,galil.png
603,Galil AR | Urban Rubble,The Chop Shop Collection,Industrial Grade,0 - 0.5,galil.png
604,Galil AR | Acid Dart,The Boreal Collection,Industrial Grade,0 - 0.6,galil.png
605,Galil AR | Green Apple,The Train 2025 Collection,Industrial Grade,0 - 0.3,galil.png
606,Galil AR | Tuxedo,The Bank Collection,Mil-Spec Grade,0 - 0.8,galil.png
607,Galil AR | Tornado,The Norse Collection,Consumer Grade,0.06 - 0.8,galil.png
608,Galil AR | Grey Smoke,The Ascent Collection,Consumer Grade,0 - 0.6,galil.png
609,Galil AR | O-Ranger,The Radiant Collection,Industrial Grade,0 - 0.75,galil.png
610,Galil AR | Robin's Egg,The Ascent Collection,Industrial Grade,0 - 0.6,galil.png
611,Galil AR | Akoben,The Prisma Collection,Mil-Spec Grade,0 - 0.75,galil.png
612,Galil AR | CAUTION!,The 2021 Vertigo Collection,Restricted,0 - 0.55,galil.png
613,Galil AR | Crimson Tsunami,The Spectrum Collection,Restricted,0 - 0.55,galil.png
614,Galil AR | Hunting Blind,The Mirage Collection,Consumer Grade,0 - 0.6,galil.png
615,Galil AR | Metallic Squeezer,The Overpass 2024 Collection,Mil-Spec Grade,0 - 0.6,galil.png
616,Galil AR | Phoenix Blacklight,The Havoc Collection,Restricted,0 - 0.7,galil.png
617,Galil AR | Sage Spray,The Lake Collection,Consumer Grade,0.06 - 0.8,galil.png
618,Glock-18 | Fade,The Assault Collection,Restricted,0 - 0.08,glock.png
619,Glock-18 | Moonrise,The Clutch Collection,Restricted,0 - 0.65,glock.png
620,Glock-18 | High Beam,The 2018 Inferno Collection,Industrial Grade,0 - 0.08,glock.png
621,Glock-18 | Twilight Galaxy,The Chop Shop Collection,Classified,0 - 0.2,glock.png
622,Glock-18 | Steel Disruption,The eSports 2014 Summer Collection,Restricted,0 - 0.2,glock.png
623,Glock-18 | Dragon Tattoo,The Arms Deal Collection,Restricted,0 - 0.08,glock.png
624,Glock-18 | Gamma Doppler,The 2021 Train Collection,Covert,0 - 0.5,glock.png
625,Glock-18 | Gamma Doppler,The 2021 Train Collection,Covert,0 - 0.5,glock.png
626,Glock-18 | Gamma Doppler,The 2021 Train Collection,Covert,0 - 0.5,glock.png
627,Glock-18 | Gamma Doppler,The 2021 Train Collection,Covert,0 - 0.5,glock.png
628,Glock-18 | Gamma Doppler,The 2021 Train Collection,Covert,0 - 0.5,glock.png
629,Glock-18 | Reactor,The Cache Collection,Mil-Spec Grade,0 - 1,glock.png
630,Glock-18 | Nuclear Garden,The 2018 Nuke Collection,Restricted,0 - 0.7,glock.png
631,Glock-18 | Brass,The Dust Collection,Restricted,0 - 1,glock.png
632,Glock-18 | Bunsen Burner,The Falchion Collection,Mil-Spec Grade,0 - 0.8,glock.png
633,Glock-18 | Grinder,The Vanguard Collection,Restricted,0.02 - 0.25,glock.png
634,Glock-18 | Ironwork,The Glove Collection,Mil-Spec Grade,0 - 1,glock.png
635,Glock-18 | Water Elemental,The Breakout Collection,Classified,0 - 0.7,glock.png
636,Glock-18 | Oxide Blaze,The Danger Zone Collection,Mil-Spec Grade,0 - 0.85,glock.png
637,Glock-18 | Bullet Queen,The Prisma 2 Collection,Covert,0 - 1,glock.png
638,Glock-18 | Weasel,The Gamma 2 Collection,Restricted,0 - 1,glock.png
639,Glock-18 | Catacombs,The Chroma Collection,Mil-Spec Grade,0 - 0.5,glock.png
640,Glock-18 | Vogue,The Fracture Collection,Classified,0 - 0.75,glock.png
641,Glock-18 | Sacrifice,The CS20 Collection,Mil-Spec Grade,0 - 1,glock.png
642,Glock-18 | Off World,The Spectrum 2 Collection,Mil-Spec Grade,0 - 1,glock.png
643,Glock-18 | Umbral Rabbit,The Revolution Collection,Restricted,0 - 0.75,glock.png
644,Glock-18 | Neo-Noir,The Operation Broken Fang Collection,Covert,0 - 1,glock.png
645,Glock-18 | Ramese's Reach,The Anubis Collection,Restricted,0 - 1,glock.png
646,Glock-18 | Snack Attack,The Operation Riptide Collection,Classified,0 - 1,glock.png
647,Glock-18 | Wasteland Rebel,The Gamma Collection,Covert,0 - 0.54,glock.png
648,Glock-18 | Franklin,The Havoc Collection,Restricted,0 - 0.4,glock.png
649,Glock-18 | Block-18,The Kilowatt Collection,Restricted,0 - 0.671875,glock.png
650,Glock-18 | Gold Toof,The Gallery Collection,Covert,0 - 0.730496,glock.png
651,Glock-18 | Shinobu,The Fever Collection,Classified,0 - 1,glock.png
652,Glock-18 | Green Line,The Train 2025 Collection,Mil-Spec Grade,0 - 1,glock.png
653,Glock-18 | Royal Legion,The Wildfire Collection,Restricted,0 - 1,glock.png
654,Glock-18 | Wraiths,The Shadow Collection,Mil-Spec Grade,0 - 0.8,glock.png
655,Glock-18 | Winterized,The Recoil Collection,Mil-Spec Grade,0 - 1,glock.png
656,Glock-18 | Clear Polymer,The Snakebite Collection,Mil-Spec Grade,0 - 1,glock.png
657,Glock-18 | Warhawk,The Horizon Collection,Mil-Spec Grade,0 - 1,glock.png
658,Glock-18 | AXIA,The Sport & Field Collection,Classified,0 - 0.7,glock.png
659,Glock-18 | Blue Fissure,The Arms Deal 3 Collection,Mil-Spec Grade,0.06 - 0.58,glock.png
660,Glock-18 | Pink DDPAT,The 2021 Mirage Collection,Restricted,0.06 - 0.8,glock.png
661,Glock-18 | Synth Leaf,The St. Marc Collection,Restricted,0 - 0.7,glock.png
662,Glock-18 | Death Rattle,The Bank Collection,Industrial Grade,0.08 - 0.5,glock.png
663,Glock-18 | Teal Graf,The Overpass 2024 Collection,Mil-Spec Grade,0 - 0.5,glock.png
664,Glock-18 | Ocean Topo,The Ascent Collection,Industrial Grade,0 - 0.6,glock.png
665,Glock-18 | Night,The Overpass Collection,Industrial Grade,0.06 - 0.8,glock.png
666,Glock-18 | Groundwater,The Mirage Collection,Industrial Grade,0.06 - 0.8,glock.png
667,Glock-18 | Candy Apple,The Italy Collection,Mil-Spec Grade,0 - 0.3,glock.png
668,Glock-18 | Sand Dune,The Alpha Collection,Industrial Grade,0.06 - 0.8,glock.png
669,Glock-18 | Coral Bloom,The Radiant Collection,Mil-Spec Grade,0 - 0.752941,glock.png
670,Glock-18 | Red Tire,The 2021 Vertigo Collection,Industrial Grade,0 - 0.55,glock.png
671,Glock-18 | Glockingbird,The Boreal Collection,Restricted,0 - 0.67,glock.png
672,P2000 | Amber Fade,The Dust 2 Collection,Restricted,0 - 0.4,p2000.png
673,P2000 | Space Race,The 2021 Train Collection,Restricted,0 - 0.6,p2000.png
674,P2000 | Panther Camo,The Ancient Collection,Industrial Grade,0 - 0.5,p2000.png
675,P2000 | Chainmail,The Cobblestone Collection,Mil-Spec Grade,0 - 0.22,p2000.png
676,P2000 | Dispatch,The Control Collection,Mil-Spec Grade,0 - 0.65,p2000.png
677,P2000 | Ocean Foam,The Bravo Collection,Classified,0 - 0.12,p2000.png
678,P2000 | Imperial,The Revolver Case Collection,Mil-Spec Grade,0 - 0.2,p2000.png
679,P2000 | Scorpion,The Dust Collection,Restricted,0 - 0.08,p2000.png
680,P2000 | Silver,The Office Collection,Mil-Spec Grade,0 - 0.08,p2000.png
681,P2000 | Acid Etched,The Prisma 2 Collection,Restricted,0 - 1,p2000.png
682,P2000 | Handgun,The Falchion Collection,Restricted,0 - 1,p2000.png
683,P2000 | Gnarled,The Fracture Collection,Mil-Spec Grade,0 - 1,p2000.png
684,P2000 | Corticera,The eSports 2014 Summer Collection,Classified,0.06 - 0.3,p2000.png
685,P2000 | Coach Class,The Baggage Collection,Industrial Grade,0 - 1,p2000.png
686,P2000 | Wicked Sick,The Revolution Collection,Classified,0 - 1,p2000.png
687,P2000 | Fire Elemental,The Vanguard Collection,Covert,0 - 0.6,p2000.png
688,P2000 | Woodsman,The Operation Hydra Collection,Restricted,0 - 0.8,p2000.png
689,P2000 | Ivory,The Breakout Collection,Mil-Spec Grade,0 - 1,p2000.png
690,P2000 | Obsidian,The Shattered Web Collection,Restricted,0 - 1,p2000.png
691,P2000 | Pulse,The Huntsman Collection,Mil-Spec Grade,0 - 0.6,p2000.png
692,P2000 | Urban Hazard,The Clutch Collection,Mil-Spec Grade,0 - 1,p2000.png
693,P2000 | Lifted Spirits,The Dreams & Nightmares Collection,Mil-Spec Grade,0 - 1,p2000.png
694,P2000 | Turf,The Glove Collection,Mil-Spec Grade,0 - 1,p2000.png
695,P2000 | Imperial Dragon,The Gamma Collection,Classified,0 - 0.63,p2000.png
696,P2000 | Coral Halftone,The Graphic Design Collection,Industrial Grade,0 - 0.52,p2000.png
697,P2000 | Granite Marbleized,The Italy Collection,Industrial Grade,0.06 - 0.8,p2000.png
698,P2000 | Oceanic,The Chroma 3 Collection,Mil-Spec Grade,0 - 0.6,p2000.png
699,P2000 | Red FragCam,The Arms Deal 3 Collection,Mil-Spec Grade,0 - 0.7,p2000.png
700,P2000 | Sure Grip,The Fever Collection,Mil-Spec Grade,0 - 0.9,p2000.png
701,P2000 | Grassland,The Overpass Collection,Industrial Grade,0.06 - 0.8,p2000.png
702,P2000 | Marsh,The Boreal Collection,Industrial Grade,0 - 0.6,p2000.png
703,P2000 | Pathfinder,The Gods and Monsters Collection,Industrial Grade,0 - 0.35,p2000.png
704,P2000 | Grassland Leaves,The Militia Collection,Industrial Grade,0.06 - 0.8,p2000.png
705,P2000 | Royal Baroque,The Ascent Collection,Mil-Spec Grade,0 - 0.6,p2000.png
706,★ Butterfly Knife | Fade,Knife Case,Covert,0 - 0.08,butterfly.png
707,★ Butterfly Knife | Doppler,Knife Case,Covert,0 - 0.08,butterfly.png
708,★ Butterfly Knife | Doppler,Knife Case,Covert,0 - 0.08,butterfly.png
709,★ Butterfly Knife | Doppler,Knife Case,Covert,0 - 0.08,butterfly.png
710,★ Butterfly Knife | Doppler,Knife Case,Covert,0 - 0.08,butterfly.png
711,★ Butterfly Knife | Doppler,Knife Case,Covert,0 - 0.08,butterfly.png
712,★ Butterfly Knife | Gamma Doppler,Knife Case,Covert,0 - 0.08,butterfly.png
713,★ Butterfly Knife | Gamma Doppler,Knife Case,Covert,0 - 0.08,butterfly.png
714,★ Butterfly Knife | Gamma Doppler,Knife Case,Covert,0 - 0.08,butterfly.png
715,★ Butterfly Knife | Gamma Doppler,Knife Case,Covert,0 - 0.08,butterfly.png
716,★ Butterfly Knife | Gamma Doppler,Knife Case,Covert,0 - 0.08,butterfly.png
717,★ Butterfly Knife | Marble Fade,Knife Case,Covert,0 - 0.08,butterfly.png
718,★ Butterfly Knife | Freehand,Knife Case,Covert,0 - 0.48,butterfly.png
719,★ Butterfly Knife | Doppler,Knife Case,Covert,0 - 0.08,butterfly.png
720,★ Butterfly Knife | Doppler,Knife Case,Covert,0 - 0.08,butterfly.png
721,★ Butterfly Knife | Slaughter,Knife Case,Covert,0.01 - 0.26,butterfly.png
722,★ Butterfly Knife | Tiger Tooth,Knife Case,Covert,0 - 0.08,butterfly.png
723,★ Butterfly Knife | Blue Steel,Knife Case,Covert,0 - 1,butterfly.png
724,★ Butterfly Knife | Damascus Steel,Knife Case,Covert,0 - 0.5,butterfly.png
725,★ Butterfly Knife | Stained,Knife Case,Covert,0 - 1,butterfly.png
726,★ Butterfly Knife | Case Hardened,Knife Case,Covert,0 - 1,butterfly.png
727,★ Butterfly Knife | Rust Coat,Knife Case,Covert,0.4 - 1,butterfly.png
728,★ Butterfly Knife | Lore,Knife Case,Covert,0 - 1,butterfly.png
729,★ Butterfly Knife | Autotronic,Knife Case,Covert,0 - 0.85,butterfly.png
730,★ Butterfly Knife | Black Laminate,Knife Case,Covert,0 - 1,butterfly.png
731,★ Butterfly Knife | Forest DDPAT,Knife Case,Covert,0.06 - 0.8,butterfly.png
732,★ Butterfly Knife | Boreal Forest,Knife Case,Covert,0.06 - 0.8,butterfly.png
733,★ Butterfly Knife | Bright Water,Knife Case,Covert,0 - 0.5,butterfly.png
734,★ Butterfly Knife | Crimson Web,Knife Case,Covert,0.06 - 0.8,butterfly.png
735,★ Butterfly Knife | Night,Knife Case,Covert,0.06 - 0.8,butterfly.png
736,★ Butterfly Knife | Ultraviolet,Knife Case,Covert,0.06 - 0.8,butterfly.png
737,★ Butterfly Knife | Scorched,Knife Case,Covert,0.06 - 0.8,butterfly.png
738,★ Butterfly Knife | Safari Mesh,Knife Case,Covert,0.06 - 0.8,butterfly.png
739,★ Butterfly Knife | Urban Masked,Knife Case,Covert,0.06 - 0.8,butterfly.png
740,★ Survival Knife | Fade,Knife Case,Covert,0 - 0.08,survival.png
741,★ Survival Knife | Doppler,Knife Case,Covert,0 - 0.08,survival.png
742,★ Survival Knife | Doppler,Knife Case,Covert,0 - 0.08,survival.png
743,★ Survival Knife | Doppler,Knife Case,Covert,0 - 0.08,survival.png
744,★ Survival Knife | Doppler,Knife Case,Covert,0 - 0.08,survival.png
745,★ Survival Knife | Doppler,Knife Case,Covert,0 - 0.08,survival.png
746,★ Survival Knife | Marble Fade,Knife Case,Covert,0 - 0.08,survival.png
747,★ Survival Knife | Doppler,Knife Case,Covert,0 - 0.08,survival.png
748,★ Survival Knife | Doppler,Knife Case,Covert,0 - 0.08,survival.png
749,★ Survival Knife | Slaughter,Knife Case,Covert,0.01 - 0.26,survival.png
750,★ Survival Knife | Tiger Tooth,Knife Case,Covert,0 - 0.08,survival.png
751,★ Survival Knife | Blue Steel,Knife Case,Covert,0 - 1,survival.png
752,★ Survival Knife | Damascus Steel,Knife Case,Covert,0 - 0.5,survival.png
753,★ Survival Knife | Stained,Knife Case,Covert,0 - 1,survival.png
754,★ Survival Knife | Case Hardened,Knife Case,Covert,0 - 1,survival.png
755,★ Survival Knife | Rust Coat,Knife Case,Covert,0.4 - 1,survival.png
756,★ Survival Knife | Forest DDPAT,Knife Case,Covert,0.06 - 0.8,survival.png
757,★ Survival Knife | Boreal Forest,Knife Case,Covert,0.06 - 0.8,survival.png
758,★ Survival Knife | Crimson Web,Knife Case,Covert,0.06 - 0.8,survival.png
759,★ Survival Knife | Ultraviolet,Knife Case,Covert,0.06 - 0.8,survival.png
760,★ Survival Knife | Scorched,Knife Case,Covert,0.06 - 0.8,survival.png
761,★ Survival Knife | Safari Mesh,Knife Case,Covert,0.06 - 0.8,survival.png
762,★ Survival Knife | Night Stripe,Knife Case,Covert,0.06 - 0.8,survival.png
763,★ Survival Knife | Urban Masked,Knife Case,Covert,0.06 - 0.8,survival.png
764,★ Paracord Knife | Fade,Knife Case,Covert,0 - 0.08,parachord.png
765,★ Paracord Knife | Doppler,Knife Case,Covert,0 - 0.08,parachord.png
766,★ Paracord Knife | Doppler,Knife Case,Covert,0 - 0.08,parachord.png
767,★ Paracord Knife | Doppler,Knife Case,Covert,0 - 0.08,parachord.png
768,★ Paracord Knife | Doppler,Knife Case,Covert,0 - 0.08,parachord.png
769,★ Paracord Knife | Doppler,Knife Case,Covert,0 - 0.08,parachord.png
770,★ Paracord Knife | Marble Fade,Knife Case,Covert,0 - 0.08,parachord.png
771,★ Paracord Knife | Doppler,Knife Case,Covert,0 - 0.08,parachord.png
772,★ Paracord Knife | Doppler,Knife Case,Covert,0 - 0.08,parachord.png
773,★ Paracord Knife | Slaughter,Knife Case,Covert,0.01 - 0.26,parachord.png
774,★ Paracord Knife | Tiger Tooth,Knife Case,Covert,0 - 0.08,parachord.png
775,★ Paracord Knife | Blue Steel,Knife Case,Covert,0 - 1,parachord.png
776,★ Paracord Knife | Damascus Steel,Knife Case,Covert,0 - 0.5,parachord.png
777,★ Paracord Knife | Stained,Knife Case,Covert,0 - 1,parachord.png
778,★ Paracord Knife | Case Hardened,Knife Case,Covert,0 - 1,parachord.png
779,★ Paracord Knife | Rust Coat,Knife Case,Covert,0.4 - 1,parachord.png
780,★ Paracord Knife | Forest DDPAT,Knife Case,Covert,0.06 - 0.8,parachord.png
781,★ Paracord Knife | Boreal Forest,Knife Case,Covert,0.06 - 0.8,parachord.png
782,★ Paracord Knife | Crimson Web,Knife Case,Covert,0.06 - 0.8,parachord.png
783,★ Paracord Knife | Ultraviolet,Knife Case,Covert,0.06 - 0.8,parachord.png
784,★ Paracord Knife | Scorched,Knife Case,Covert,0.06 - 0.8,parachord.png
785,★ Paracord Knife | Safari Mesh,Knife Case,Covert,0.06 - 0.8,parachord.png
786,★ Paracord Knife | Night Stripe,Knife Case,Covert,0.06 - 0.8,parachord.png
787,★ Paracord Knife | Urban Masked,Knife Case,Covert,0.06 - 0.8,parachord.png
788,★ Classic Knife | Fade,Knife Case,Covert,0 - 0.08,classic.png
789,★ Classic Knife | Slaughter,Knife Case,Covert,0.01 - 0.26,classic.png
790,★ Classic Knife | Blue Steel,Knife Case,Covert,0 - 1,classic.png
791,★ Classic Knife | Stained,Knife Case,Covert,0 - 1,classic.png
792,★ Classic Knife | Case Hardened,Knife Case,Covert,0 - 1,classic.png
793,★ Classic Knife | Forest DDPAT,Knife Case,Covert,0.06 - 0.8,classic.png
794,★ Classic Knife | Boreal Forest,Knife Case,Covert,0.06 - 0.8,classic.png
795,★ Classic Knife | Crimson Web,Knife Case,Covert,0.06 - 0.8,classic.png
796,★ Classic Knife | Scorched,Knife Case,Covert,0.06 - 0.8,classic.png
797,★ Classic Knife | Safari Mesh,Knife Case,Covert,0.06 - 0.8,classic.png
798,★ Classic Knife | Night Stripe,Knife Case,Covert,0.06 - 0.8,classic.png
799,★ Classic Knife | Urban Masked,Knife Case,Covert,0.06 - 0.8,classic.png
800,★ Falchion Knife | Fade,Knife Case,Covert,0 - 0.08,falchion.png
801,★ Falchion Knife | Doppler,Knife Case,Covert,0 - 0.08,falchion.png
802,★ Falchion Knife | Doppler,Knife Case,Covert,0 - 0.08,falchion.png
803,★ Falchion Knife | Doppler,Knife Case,Covert,0 - 0.08,falchion.png
804,★ Falchion Knife | Doppler,Knife Case,Covert,0 - 0.08,falchion.png
805,★ Falchion Knife | Doppler,Knife Case,Covert,0 - 0.08,falchion.png
806,★ Falchion Knife | Gamma Doppler,Knife Case,Covert,0 - 0.08,falchion.png
807,★ Falchion Knife | Gamma Doppler,Knife Case,Covert,0 - 0.08,falchion.png
808,★ Falchion Knife | Gamma Doppler,Knife Case,Covert,0 - 0.08,falchion.png
809,★ Falchion Knife | Gamma Doppler,Knife Case,Covert,0 - 0.08,falchion.png
810,★ Falchion Knife | Gamma Doppler,Knife Case,Covert,0 - 0.08,falchion.png
811,★ Falchion Knife | Marble Fade,Knife Case,Covert,0 - 0.08,falchion.png
812,★ Falchion Knife | Freehand,Knife Case,Covert,0 - 0.48,falchion.png
813,★ Falchion Knife | Doppler,Knife Case,Covert,0 - 0.08,falchion.png
814,★ Falchion Knife | Doppler,Knife Case,Covert,0 - 0.08,falchion.png
815,★ Falchion Knife | Slaughter,Knife Case,Covert,0.01 - 0.26,falchion.png
816,★ Falchion Knife | Tiger Tooth,Knife Case,Covert,0 - 0.08,falchion.png
817,★ Falchion Knife | Blue Steel,Knife Case,Covert,0 - 1,falchion.png
818,★ Falchion Knife | Damascus Steel,Knife Case,Covert,0 - 0.5,falchion.png
819,★ Falchion Knife | Stained,Knife Case,Covert,0 - 1,falchion.png
820,★ Falchion Knife | Case Hardened,Knife Case,Covert,0 - 1,falchion.png
821,★ Falchion Knife | Rust Coat,Knife Case,Covert,0.4 - 1,falchion.png
822,★ Falchion Knife | Lore,Knife Case,Covert,0 - 0.65,falchion.png
823,★ Falchion Knife | Autotronic,Knife Case,Covert,0 - 0.85,falchion.png
824,★ Falchion Knife | Black Laminate,Knife Case,Covert,0 - 1,falchion.png
825,★ Falchion Knife | Forest DDPAT,Knife Case,Covert,0.06 - 0.8,falchion.png
826,★ Falchion Knife | Boreal Forest,Knife Case,Covert,0.06 - 0.8,falchion.png
827,★ Falchion Knife | Bright Water,Knife Case,Covert,0 - 0.5,falchion.png
828,★ Falchion Knife | Crimson Web,Knife Case,Covert,0.06 - 0.8,falchion.png
829,★ Falchion Knife | Night,Knife Case,Covert,0.06 - 0.8,falchion.png
830,★ Falchion Knife | Ultraviolet,Knife Case,Covert,0.06 - 0.8,falchion.png
831,★ Falchion Knife | Scorched,Knife Case,Covert,0.06 - 0.8,falchion.png
832,★ Falchion Knife | Safari Mesh,Knife Case,Covert,0.06 - 0.8,falchion.png
833,★ Falchion Knife | Urban Masked,Knife Case,Covert,0.06 - 0.8,falchion.png
834,★ Flip Knife | Fade,Knife Case,Covert,0 - 0.08,flip.png
835,★ Flip Knife | Doppler,Knife Case,Covert,0 - 0.08,flip.png
836,★ Flip Knife | Doppler,Knife Case,Covert,0 - 0.08,flip.png
837,★ Flip Knife | Doppler,Knife Case,Covert,0 - 0.08,flip.png
838,★ Flip Knife | Doppler,Knife Case,Covert,0 - 0.08,flip.png
839,★ Flip Knife | Doppler,Knife Case,Covert,0 - 0.08,flip.png
840,★ Flip Knife | Gamma Doppler,Knife Case,Covert,0 - 0.08,flip.png
841,★ Flip Knife | Gamma Doppler,Knife Case,Covert,0 - 0.08,flip.png
842,★ Flip Knife | Gamma Doppler,Knife Case,Covert,0 - 0.08,flip.png
843,★ Flip Knife | Gamma Doppler,Knife Case,Covert,0 - 0.08,flip.png
844,★ Flip Knife | Gamma Doppler,Knife Case,Covert,0 - 0.08,flip.png
845,★ Flip Knife | Marble Fade,Knife Case,Covert,0 - 0.08,flip.png
846,★ Flip Knife | Freehand,Knife Case,Covert,0 - 0.48,flip.png
847,★ Flip Knife | Doppler,Knife Case,Covert,0 - 0.08,flip.png
848,★ Flip Knife | Doppler,Knife Case,Covert,0 - 0.08,flip.png
849,★ Flip Knife | Slaughter,Knife Case,Covert,0.01 - 0.26,flip.png
850,★ Flip Knife | Tiger Tooth,Knife Case,Covert,0 - 0.08,flip.png
851,★ Flip Knife | Blue Steel,Knife Case,Covert,0 - 1,flip.png
852,★ Flip Knife | Damascus Steel,Knife Case,Covert,0 - 0.5,flip.png
853,★ Flip Knife | Stained,Knife Case,Covert,0 - 1,flip.png
854,★ Flip Knife | Case Hardened,Knife Case,Covert,0 - 1,flip.png
855,★ Flip Knife | Rust Coat,Knife Case,Covert,0.4 - 1,flip.png
856,★ Flip Knife | Lore,Knife Case,Covert,0 - 0.65,flip.png
857,★ Flip Knife | Black Laminate,Knife Case,Covert,0 - 1,flip.png
858,★ Flip Knife | Autotronic,Knife Case,Covert,0 - 0.85,flip.png
859,★ Flip Knife | Forest DDPAT,Knife Case,Covert,0.06 - 0.8,flip.png
860,★ Flip Knife | Boreal Forest,Knife Case,Covert,0.06 - 0.8,flip.png
861,★ Flip Knife | Bright Water,Knife Case,Covert,0 - 0.5,flip.png
862,★ Flip Knife | Crimson Web,Knife Case,Covert,0.06 - 0.8,flip.png
863,★ Flip Knife | Night,Knife Case,Covert,0.06 - 0.8,flip.png
864,★ Flip Knife | Ultraviolet,Knife Case,Covert,0.06 - 0.8,flip.png
865,★ Flip Knife | Scorched,Knife Case,Covert,0.06 - 0.8,flip.png
866,★ Flip Knife | Safari Mesh,Knife Case,Covert,0.06 - 0.8,flip.png
867,★ Flip Knife | Urban Masked,Knife Case,Covert,0.06 - 0.8,flip.png
868,★ Gut Knife | Fade,Knife Case,Covert,0 - 0.08,gut.png
869,★ Gut Knife | Doppler,Knife Case,Covert,0 - 0.08,gut.png
870,★ Gut Knife | Doppler,Knife Case,Covert,0 - 0.08,gut.png
871,★ Gut Knife | Doppler,Knife Case,Covert,0 - 0.08,gut.png
872,★ Gut Knife | Doppler,Knife Case,Covert,0 - 0.08,gut.png
873,★ Gut Knife | Doppler,Knife Case,Covert,0 - 0.08,gut.png
874,★ Gut Knife | Gamma Doppler,Knife Case,Covert,0 - 0.08,gut.png
875,★ Gut Knife | Gamma Doppler,Knife Case,Covert,0 - 0.08,gut.png
876,★ Gut Knife | Gamma Doppler,Knife Case,Covert,0 - 0.08,gut.png
877,★ Gut Knife | Gamma Doppler,Knife Case,Covert,0 - 0.08,gut.png
878,★ Gut Knife | Gamma Doppler,Knife Case,Covert,0 - 0.08,gut.png
879,★ Gut Knife | Marble Fade,Knife Case,Covert,0 - 0.08,gut.png
880,★ Gut Knife | Freehand,Knife Case,Covert,0 - 0.48,gut.png
881,★ Gut Knife | Doppler,Knife Case,Covert,0 - 0.08,gut.png
882,★ Gut Knife | Doppler,Knife Case,Covert,0 - 0.08,gut.png
883,★ Gut Knife | Slaughter,Knife Case,Covert,0.01 - 0.26,aug.png
884,★ Gut Knife | Tiger Tooth,Knife Case,Covert,0 - 0.08,gut.png
885,★ Gut Knife | Blue Steel,Knife Case,Covert,0 - 1,gut.png
886,★ Gut Knife | Damascus Steel,Knife Case,Covert,0 - 0.5,gut.png
887,★ Gut Knife | Stained,Knife Case,Covert,0 - 1,gut.png
888,★ Gut Knife | Case Hardened,Knife Case,Covert,0 - 1,gut.png
889,★ Gut Knife | Rust Coat,Knife Case,Covert,0.4 - 1,gut.png
890,★ Gut Knife | Lore,Knife Case,Covert,0 - 0.65,gut.png
891,★ Gut Knife | Black Laminate,Knife Case,Covert,0 - 1,gut.png
892,★ Gut Knife | Autotronic,Knife Case,Covert,0 - 0.85,gut.png
893,★ Gut Knife | Forest DDPAT,Knife Case,Covert,0.06 - 0.8,gut.png
894,★ Gut Knife | Boreal Forest,Knife Case,Covert,0.06 - 0.8,gut.png
895,★ Gut Knife | Bright Water,Knife Case,Covert,0 - 0.5,gut.png
896,★ Gut Knife | Crimson Web,Knife Case,Covert,0.06 - 0.8,gut.png
897,★ Gut Knife | Night,Knife Case,Covert,0.06 - 0.8,gut.png
898,★ Gut Knife | Ultraviolet,Knife Case,Covert,0.06 - 0.8,gut.png
899,★ Gut Knife | Scorched,Knife Case,Covert,0.06 - 0.8,gut.png
900,★ Gut Knife | Safari Mesh,Knife Case,Covert,0.06 - 0.8,gut.png
901,★ Gut Knife | Urban Masked,Knife Case,Covert,0.06 - 0.8,gut.png
902,★ Navaja Knife | Fade,Knife Case,Covert,0 - 0.08,navaja.png
903,★ Navaja Knife | Doppler,Knife Case,Covert,0 - 0.08,navaja.png
904,★ Navaja Knife | Doppler,Knife Case,Covert,0 - 0.08,navaja.png
905,★ Navaja Knife | Doppler,Knife Case,Covert,0 - 0.08,navaja.png
906,★ Navaja Knife | Doppler,Knife Case,Covert,0 - 0.08,navaja.png
907,★ Navaja Knife | Doppler,Knife Case,Covert,0 - 0.08,navaja.png
908,★ Navaja Knife | Marble Fade,Knife Case,Covert,0 - 0.08,navaja.png
909,★ Navaja Knife | Doppler,Knife Case,Covert,0 - 0.08,navaja.png
910,★ Navaja Knife | Doppler,Knife Case,Covert,0 - 0.08,navaja.png
911,★ Navaja Knife | Slaughter,Knife Case,Covert,0.01 - 0.26,navaja.png
912,★ Navaja Knife | Tiger Tooth,Knife Case,Covert,0 - 0.08,navaja.png
913,★ Navaja Knife | Blue Steel,Knife Case,Covert,0 - 1,navaja.png
914,★ Navaja Knife | Damascus Steel,Knife Case,Covert,0 - 0.5,navaja.png
915,★ Navaja Knife | Stained,Knife Case,Covert,0 - 1,navaja.png
916,★ Navaja Knife | Case Hardened,Knife Case,Covert,0 - 1,navaja.png
917,★ Navaja Knife | Rust Coat,Knife Case,Covert,0.4 - 1,navaja.png
918,★ Navaja Knife | Forest DDPAT,Knife Case,Covert,0.06 - 0.8,navaja.png
919,★ Navaja Knife | Boreal Forest,Knife Case,Covert,0.06 - 0.8,navaja.png
920,★ Navaja Knife | Crimson Web,Knife Case,Covert,0.06 - 0.8,navaja.png
921,★ Navaja Knife | Ultraviolet,Knife Case,Covert,0.06 - 0.8,navaja.png
